image,region,version,evenness_score
01670.png,left-cheek,smooth_1_sigma_1.5,0.0036152793592838105
01670.png,right-cheek,smooth_1_sigma_1.5,0.004632070275556742
01670.png,bottom-face,smooth_1_sigma_1.5,0.004454386264210481
01670.png,forehead,smooth_1_sigma_1.5,0.006189281155676562
01670.png,under-eyes,smooth_1_sigma_1.5,0.00451813834683589
01670.png,left-cheek,smooth_2_sigma_2.5,0.0036315797267348175
01670.png,right-cheek,smooth_2_sigma_2.5,0.004660860547664905
01670.png,bottom-face,smooth_2_sigma_2.5,0.004478503128870719
01670.png,forehead,smooth_2_sigma_2.5,0.006558309598978217
01670.png,under-eyes,smooth_2_sigma_2.5,0.0045439116341754885
01681.png,left-cheek,original_roi,0.008777003794040054
01681.png,right-cheek,original_roi,0.007152764970346946
01681.png,bottom-face,original_roi,0.00606449032694256
01681.png,forehead,original_roi,0.008517429279959557
01681.png,under-eyes,original_roi,0.0084914035386487
01681.png,left-cheek,smooth_1_sigma_1.5,0.009320032763251466
01681.png,right-cheek,smooth_1_sigma_1.5,0.007497210070093958
01681.png,bottom-face,smooth_1_sigma_1.5,0.006558204207758445
01681.png,forehead,smooth_1_sigma_1.5,0.009169393020711888
01681.png,under-eyes,smooth_1_sigma_1.5,0.009027459838380299
01681.png,left-cheek,smooth_2_sigma_2.5,0.009443604561545974
01681.png,right-cheek,smooth_2_sigma_2.5,0.00756478633034476
01681.png,bottom-face,smooth_2_sigma_2.5,0.006855617333891552
01681.png,forehead,smooth_2_sigma_2.5,0.009309657885769677
01681.png,under-eyes,smooth_2_sigma_2.5,0.009147629153539808
01695.png,left-cheek,original_roi,0.004798765231048135
01695.png,right-cheek,original_roi,0.004593264500219022
01695.png,bottom-face,original_roi,0.004822303194584897
01695.png,forehead,original_roi,0.0047666038291833196
01695.png,under-eyes,original_roi,0.005083488070330325
01695.png,left-cheek,smooth_1_sigma_1.5,0.0048780303736785015
01695.png,right-cheek,smooth_1_sigma_1.5,0.004660954712101149
01695.png,bottom-face,smooth_1_sigma_1.5,0.004900378712701334
01695.png,forehead,smooth_1_sigma_1.5,0.004871441658758368
01695.png,under-eyes,smooth_1_sigma_1.5,0.005202455725698044
01695.png,left-cheek,smooth_2_sigma_2.5,0.004901326306713507
01695.png,right-cheek,smooth_2_sigma_2.5,0.004683272818506388
01695.png,bottom-face,smooth_2_sigma_2.5,0.004925371162731248
01695.png,forehead,smooth_2_sigma_2.5,0.004898454566094747
01695.png,under-eyes,smooth_2_sigma_2.5,0.005234188169282074
01697.png,left-cheek,original_roi,0.00425717525839729
01697.png,right-cheek,original_roi,0.0037508878291066692
01697.png,bottom-face,original_roi,0.004322715342770233
01697.png,forehead,original_roi,0.0036210043947139557
01697.png,under-eyes,original_roi,0.003527606482217787
01697.png,left-cheek,smooth_1_sigma_1.5,0.004363572941968893
01697.png,right-cheek,smooth_1_sigma_1.5,0.003816770551216976
01697.png,bottom-face,smooth_1_sigma_1.5,0.004439745359406185
01697.png,forehead,smooth_1_sigma_1.5,0.0037173227282653455
01697.png,under-eyes,smooth_1_sigma_1.5,0.003596794779455663
01697.png,left-cheek,smooth_2_sigma_2.5,0.004387001368030207
01697.png,right-cheek,smooth_2_sigma_2.5,0.0038341229808714684
01697.png,bottom-face,smooth_2_sigma_2.5,0.004468022616441423
01697.png,forehead,smooth_2_sigma_2.5,0.0037399951318940108
01697.png,under-eyes,smooth_2_sigma_2.5,0.0036143110463348204
01708.png,left-cheek,original_roi,0.004925045119020624
01708.png,right-cheek,original_roi,0.003518529313696844
01708.png,bottom-face,original_roi,0.004323848124216105
01708.png,forehead,original_roi,0.005089959842375199
01708.png,under-eyes,original_roi,0.004900591199804256
01708.png,left-cheek,smooth_1_sigma_1.5,0.005129734413081938
01708.png,right-cheek,smooth_1_sigma_1.5,0.0036070107418591764
01708.png,bottom-face,smooth_1_sigma_1.5,0.004458902080494533
01708.png,forehead,smooth_1_sigma_1.5,0.005705352772019237
01708.png,under-eyes,smooth_1_sigma_1.5,0.0052427933824998295
01708.png,left-cheek,smooth_2_sigma_2.5,0.005155619541026076
01708.png,right-cheek,smooth_2_sigma_2.5,0.003618837472904899
01708.png,bottom-face,smooth_2_sigma_2.5,0.004486757489050647
01708.png,forehead,smooth_2_sigma_2.5,0.005836323903801141
01708.png,under-eyes,smooth_2_sigma_2.5,0.005304671556138006
01712.png,left-cheek,original_roi,0.004946104610190807
01712.png,right-cheek,original_roi,0.009407268120683874
01712.png,bottom-face,original_roi,0.006614843215843108
01712.png,forehead,original_roi,0.005826680914781613
01712.png,under-eyes,original_roi,0.006094736294149517
01712.png,left-cheek,smooth_1_sigma_1.5,0.0050697134215985235
01712.png,right-cheek,smooth_1_sigma_1.5,0.009648019832940427
01712.png,bottom-face,smooth_1_sigma_1.5,0.006760065476143064
01712.png,forehead,smooth_1_sigma_1.5,0.0061403123466735035
01712.png,under-eyes,smooth_1_sigma_1.5,0.006520821683754433
01712.png,left-cheek,smooth_2_sigma_2.5,0.005098040207364761
01712.png,right-cheek,smooth_2_sigma_2.5,0.009731843431900374
01712.png,bottom-face,smooth_2_sigma_2.5,0.006819191289150626
01712.png,forehead,smooth_2_sigma_2.5,0.006195005787627275
01712.png,under-eyes,smooth_2_sigma_2.5,0.006686336307357931
01720.png,left-cheek,original_roi,0.007132620759186294
01720.png,right-cheek,original_roi,0.006273399962960606
01720.png,bottom-face,original_roi,0.008416128943632775
01720.png,forehead,original_roi,0.006266329747220655
01720.png,under-eyes,original_roi,0.005905532276747889
01720.png,left-cheek,smooth_1_sigma_1.5,0.007527366655062579
01720.png,right-cheek,smooth_1_sigma_1.5,0.0066625969526426035
01720.png,bottom-face,smooth_1_sigma_1.5,0.00949054221520525
01720.png,forehead,smooth_1_sigma_1.5,0.0067893973616345756
01720.png,under-eyes,smooth_1_sigma_1.5,0.006331836240873189
01720.png,left-cheek,smooth_2_sigma_2.5,0.0076202857889686015
01720.png,right-cheek,smooth_2_sigma_2.5,0.006744076948476263
01720.png,bottom-face,smooth_2_sigma_2.5,0.009835040952209266
01720.png,forehead,smooth_2_sigma_2.5,0.0069446309036795455
01720.png,under-eyes,smooth_2_sigma_2.5,0.006488286816487914
01734.png,left-cheek,original_roi,0.009362360529577446
01734.png,right-cheek,original_roi,0.00464678453231095
01734.png,bottom-face,original_roi,0.0070189751619920285
01734.png,forehead,original_roi,0.004502182200038809
01734.png,under-eyes,original_roi,0.00561242985446191
01734.png,left-cheek,smooth_1_sigma_1.5,0.009674362107750753
01734.png,right-cheek,smooth_1_sigma_1.5,0.005065079525718206
01734.png,bottom-face,smooth_1_sigma_1.5,0.008227669437811277
01734.png,forehead,smooth_1_sigma_1.5,0.004873353556215028
01734.png,under-eyes,smooth_1_sigma_1.5,0.006034113374182404
01734.png,left-cheek,smooth_2_sigma_2.5,0.009785171047364523
01734.png,right-cheek,smooth_2_sigma_2.5,0.005149630181262844
01734.png,bottom-face,smooth_2_sigma_2.5,0.00853480250116419
01734.png,forehead,smooth_2_sigma_2.5,0.004919354027446249
01734.png,under-eyes,smooth_2_sigma_2.5,0.006167113496720015
01746.png,left-cheek,original_roi,0.003306745134755905
01746.png,right-cheek,original_roi,0.0034652983472382576
01746.png,bottom-face,original_roi,0.0035234729692832415
01746.png,forehead,original_roi,0.004311510924064903
01746.png,under-eyes,original_roi,0.0032330277842487604
01746.png,left-cheek,smooth_1_sigma_1.5,0.0033482037580306757
01746.png,right-cheek,smooth_1_sigma_1.5,0.0034986277641851746
01746.png,bottom-face,smooth_1_sigma_1.5,0.0035653790869824226
01746.png,forehead,smooth_1_sigma_1.5,0.0046054468992259325
01746.png,under-eyes,smooth_1_sigma_1.5,0.0032725057106274213
01746.png,left-cheek,smooth_2_sigma_2.5,0.0033597876930849856
01746.png,right-cheek,smooth_2_sigma_2.5,0.003508594694487227
01746.png,bottom-face,smooth_2_sigma_2.5,0.003577910990357055
01746.png,forehead,smooth_2_sigma_2.5,0.004726339406101804
01746.png,under-eyes,smooth_2_sigma_2.5,0.003281215665220073
01753.png,left-cheek,original_roi,0.004672676343092094
01753.png,right-cheek,original_roi,0.005974958742865891
01753.png,bottom-face,original_roi,0.007224597745674104
01753.png,forehead,original_roi,0.004996817755766751
01753.png,under-eyes,original_roi,0.005690249831670895
01753.png,left-cheek,smooth_1_sigma_1.5,0.0051734227577408
01753.png,right-cheek,smooth_1_sigma_1.5,0.006495013898895287
01753.png,bottom-face,smooth_1_sigma_1.5,0.007747289233369242
01753.png,forehead,smooth_1_sigma_1.5,0.0056586975714321384
01753.png,under-eyes,smooth_1_sigma_1.5,0.006294634148192154
01753.png,left-cheek,smooth_2_sigma_2.5,0.005244135639449586
01753.png,right-cheek,smooth_2_sigma_2.5,0.006573103368253402
01753.png,bottom-face,smooth_2_sigma_2.5,0.007854449840606159
01753.png,forehead,smooth_2_sigma_2.5,0.005772528622627099
01753.png,under-eyes,smooth_2_sigma_2.5,0.006404208082433157
01760.png,left-cheek,original_roi,0.005246275901275205
01760.png,right-cheek,original_roi,0.005801441207580309
01760.png,bottom-face,original_roi,0.00600946018771167
01760.png,forehead,original_roi,0.009992724375389447
01760.png,under-eyes,original_roi,0.005015295470751639
01760.png,left-cheek,smooth_1_sigma_1.5,0.00542045022974239
01760.png,right-cheek,smooth_1_sigma_1.5,0.005931604513082226
01760.png,bottom-face,smooth_1_sigma_1.5,0.006150018647582746
01760.png,forehead,smooth_1_sigma_1.5,0.014166655548753456
01760.png,under-eyes,smooth_1_sigma_1.5,0.005274796501304249
01760.png,left-cheek,smooth_2_sigma_2.5,0.005454950462414102
01760.png,right-cheek,smooth_2_sigma_2.5,0.005962814291782722
01760.png,bottom-face,smooth_2_sigma_2.5,0.006191283264101
01760.png,forehead,smooth_2_sigma_2.5,0.016396140092813996
01760.png,under-eyes,smooth_2_sigma_2.5,0.0053246388950944695
01763.png,left-cheek,original_roi,0.004352319216607943
01763.png,right-cheek,original_roi,0.0037893147712419494
01763.png,bottom-face,original_roi,0.00427786798661402
01763.png,forehead,original_roi,0.0064043515504883216
01763.png,under-eyes,original_roi,0.004398388592946365
01763.png,left-cheek,smooth_1_sigma_1.5,0.0043796588030496734
01763.png,right-cheek,smooth_1_sigma_1.5,0.0038089362983641218
01763.png,bottom-face,smooth_1_sigma_1.5,0.004307384129514639
01763.png,forehead,smooth_1_sigma_1.5,0.006620379854345532
01763.png,under-eyes,smooth_1_sigma_1.5,0.004432240788940518
01763.png,left-cheek,smooth_2_sigma_2.5,0.004395392130689543
01763.png,right-cheek,smooth_2_sigma_2.5,0.0038207791215986346
01763.png,bottom-face,smooth_2_sigma_2.5,0.004325631179121455
01763.png,forehead,smooth_2_sigma_2.5,0.006702001797489134
01763.png,under-eyes,smooth_2_sigma_2.5,0.004450132566832584
01770.png,left-cheek,original_roi,0.005498877960810381
01770.png,right-cheek,original_roi,0.0065356004254108835
01770.png,bottom-face,original_roi,0.008044255341386782
01770.png,forehead,original_roi,0.006464712087602418
01770.png,under-eyes,original_roi,0.005539736502736709
01770.png,left-cheek,smooth_1_sigma_1.5,0.005597488868237007
01770.png,right-cheek,smooth_1_sigma_1.5,0.006737143819779219
01770.png,bottom-face,smooth_1_sigma_1.5,0.008302937592474094
01770.png,forehead,smooth_1_sigma_1.5,0.006688925027038526
01770.png,under-eyes,smooth_1_sigma_1.5,0.005732747482353542
01770.png,left-cheek,smooth_2_sigma_2.5,0.0056248771264982055
01770.png,right-cheek,smooth_2_sigma_2.5,0.00678657210896531
01770.png,bottom-face,smooth_2_sigma_2.5,0.008380719731360054
01770.png,forehead,smooth_2_sigma_2.5,0.006748193469079072
01770.png,under-eyes,smooth_2_sigma_2.5,0.005790296430376493
01788.png,left-cheek,original_roi,0.004134622999316758
01788.png,right-cheek,original_roi,0.004821742567158086
01788.png,bottom-face,original_roi,0.004926611355927129
01788.png,forehead,original_roi,0.00458484061341447
01788.png,under-eyes,original_roi,0.004236185026317952
01788.png,left-cheek,smooth_1_sigma_1.5,0.004369046009271004
01788.png,right-cheek,smooth_1_sigma_1.5,0.005037225590640694
01788.png,bottom-face,smooth_1_sigma_1.5,0.005174165299732524
01788.png,forehead,smooth_1_sigma_1.5,0.004896321155065889
01788.png,under-eyes,smooth_1_sigma_1.5,0.004486187771768042
01788.png,left-cheek,smooth_2_sigma_2.5,0.004403604147758802
01788.png,right-cheek,smooth_2_sigma_2.5,0.005076240136200731
01788.png,bottom-face,smooth_2_sigma_2.5,0.005220930711301272
01788.png,forehead,smooth_2_sigma_2.5,0.004953250450092238
01788.png,under-eyes,smooth_2_sigma_2.5,0.004527510362907907
01799.png,left-cheek,original_roi,0.008810001804050052
01799.png,right-cheek,original_roi,0.005949071424350362
01799.png,bottom-face,original_roi,0.008491173496022953
01799.png,forehead,original_roi,0.0054934476851603
01799.png,under-eyes,original_roi,0.005701741254627768
01799.png,left-cheek,smooth_1_sigma_1.5,0.009529840053444214
01799.png,right-cheek,smooth_1_sigma_1.5,0.006477463054154955
01799.png,bottom-face,smooth_1_sigma_1.5,0.009812662420589624
01799.png,forehead,smooth_1_sigma_1.5,0.006401495769422405
01799.png,under-eyes,smooth_1_sigma_1.5,0.006403317803064626
01799.png,left-cheek,smooth_2_sigma_2.5,0.009631238854741509
01799.png,right-cheek,smooth_2_sigma_2.5,0.006538370250796346
01799.png,bottom-face,smooth_2_sigma_2.5,0.009969393683959797
01799.png,forehead,smooth_2_sigma_2.5,0.0065026247460152516
01799.png,under-eyes,smooth_2_sigma_2.5,0.006520863066614311
01803.png,left-cheek,original_roi,0.00673084351255497
01803.png,right-cheek,original_roi,0.006931708312273639
01803.png,bottom-face,original_roi,0.008203256726779493
01803.png,forehead,original_roi,0.006254546333431651
01803.png,under-eyes,original_roi,0.007169480977420907
01803.png,left-cheek,smooth_1_sigma_1.5,0.007038103247498525
01803.png,right-cheek,smooth_1_sigma_1.5,0.007232823123933066
01803.png,bottom-face,smooth_1_sigma_1.5,0.008624282721775466
01803.png,forehead,smooth_1_sigma_1.5,0.006609002764170265
01803.png,under-eyes,smooth_1_sigma_1.5,0.0075302134963670725
01803.png,left-cheek,smooth_2_sigma_2.5,0.00710868466310992
01803.png,right-cheek,smooth_2_sigma_2.5,0.0073332374410982675
01803.png,bottom-face,smooth_2_sigma_2.5,0.008736014394841835
01803.png,forehead,smooth_2_sigma_2.5,0.006691248826589741
01803.png,under-eyes,smooth_2_sigma_2.5,0.007622512932630467
01805.png,left-cheek,original_roi,0.004184246210225587
01805.png,right-cheek,original_roi,0.0039525628751151095
01805.png,bottom-face,original_roi,0.004378076044850604
01805.png,forehead,original_roi,0.004008825321653756
01805.png,under-eyes,original_roi,0.004100054761969521
01805.png,left-cheek,smooth_1_sigma_1.5,0.004277928680333655
01805.png,right-cheek,smooth_1_sigma_1.5,0.00402246632427573
01805.png,bottom-face,smooth_1_sigma_1.5,0.004472450676461865
01805.png,forehead,smooth_1_sigma_1.5,0.004178919216966515
01805.png,under-eyes,smooth_1_sigma_1.5,0.0042138791605733465
01805.png,left-cheek,smooth_2_sigma_2.5,0.004299780317910043
01805.png,right-cheek,smooth_2_sigma_2.5,0.004039758748935094
01805.png,bottom-face,smooth_2_sigma_2.5,0.004498432979503579
01805.png,forehead,smooth_2_sigma_2.5,0.004231543296903558
01805.png,under-eyes,smooth_2_sigma_2.5,0.00423716338859367
01808.png,left-cheek,original_roi,0.005049405228292665
01808.png,right-cheek,original_roi,0.004885459314138519
01808.png,bottom-face,original_roi,0.006693534808618724
01808.png,forehead,original_roi,0.004708066915141341
01808.png,under-eyes,original_roi,0.004653146608542746
01808.png,left-cheek,smooth_1_sigma_1.5,0.005132038953987333
01808.png,right-cheek,smooth_1_sigma_1.5,0.0049516109818041835
01808.png,bottom-face,smooth_1_sigma_1.5,0.006942456364117925
01808.png,forehead,smooth_1_sigma_1.5,0.004829575502267788
01808.png,under-eyes,smooth_1_sigma_1.5,0.0047543648487501965
01808.png,left-cheek,smooth_2_sigma_2.5,0.005167721058957257
01808.png,right-cheek,smooth_2_sigma_2.5,0.004978552832549491
01808.png,bottom-face,smooth_2_sigma_2.5,0.007033245997028454
01808.png,forehead,smooth_2_sigma_2.5,0.004874942142225165
01808.png,under-eyes,smooth_2_sigma_2.5,0.004792842255098659
01822.png,left-cheek,original_roi,0.004180388123356342
01822.png,right-cheek,original_roi,0.004613215432639333
01822.png,bottom-face,original_roi,0.005228770971991582
01822.png,forehead,original_roi,0.00432731419699695
01822.png,under-eyes,original_roi,0.003921152061591573
01822.png,left-cheek,smooth_1_sigma_1.5,0.0043518339933637995
01822.png,right-cheek,smooth_1_sigma_1.5,0.00476601572473932
01822.png,bottom-face,smooth_1_sigma_1.5,0.0055349241351437236
01822.png,forehead,smooth_1_sigma_1.5,0.004572873378802884
01822.png,under-eyes,smooth_1_sigma_1.5,0.004375414709751968
01822.png,left-cheek,smooth_2_sigma_2.5,0.004388756316717481
01822.png,right-cheek,smooth_2_sigma_2.5,0.004810809452654969
01822.png,bottom-face,smooth_2_sigma_2.5,0.005601721814562336
01822.png,forehead,smooth_2_sigma_2.5,0.004614825382792801
01822.png,under-eyes,smooth_2_sigma_2.5,0.004640656921929296
01827.png,left-cheek,original_roi,0.0037713214488971055
01827.png,right-cheek,original_roi,0.0036991027444725944
01827.png,bottom-face,original_roi,0.004551765891722363
01827.png,forehead,original_roi,0.003768019972587189
01827.png,under-eyes,original_roi,0.0035036779912975048
01827.png,left-cheek,smooth_1_sigma_1.5,0.003832738989558182
01827.png,right-cheek,smooth_1_sigma_1.5,0.003743209910332939
01827.png,bottom-face,smooth_1_sigma_1.5,0.004633008261758843
01827.png,forehead,smooth_1_sigma_1.5,0.003937029335722085
01827.png,under-eyes,smooth_1_sigma_1.5,0.003569945337650537
01827.png,left-cheek,smooth_2_sigma_2.5,0.003846371016829058
01827.png,right-cheek,smooth_2_sigma_2.5,0.003756015947079447
01827.png,bottom-face,smooth_2_sigma_2.5,0.004657553642287147
01827.png,forehead,smooth_2_sigma_2.5,0.003960473959909255
01827.png,under-eyes,smooth_2_sigma_2.5,0.003587024899302366
01828.png,left-cheek,original_roi,0.004441880197050738
01828.png,right-cheek,original_roi,0.003360860283000528
01828.png,bottom-face,original_roi,0.003972951974006236
01828.png,forehead,original_roi,0.00394187641987958
01828.png,under-eyes,original_roi,0.004327448726771559
01828.png,left-cheek,smooth_1_sigma_1.5,0.004611034511567821
01828.png,right-cheek,smooth_1_sigma_1.5,0.0034761000337344564
01828.png,bottom-face,smooth_1_sigma_1.5,0.004081072739153366
01828.png,forehead,smooth_1_sigma_1.5,0.0043006535322982625
01828.png,under-eyes,smooth_1_sigma_1.5,0.004801555087388895
01828.png,left-cheek,smooth_2_sigma_2.5,0.0047102580318339506
01828.png,right-cheek,smooth_2_sigma_2.5,0.003547604947833804
01828.png,bottom-face,smooth_2_sigma_2.5,0.004102506689791103
01828.png,forehead,smooth_2_sigma_2.5,0.0043719586057083155
01828.png,under-eyes,smooth_2_sigma_2.5,0.005136247602641298
01868.png,left-cheek,original_roi,0.004355946609926899
01868.png,right-cheek,original_roi,0.004267953591173898
01868.png,bottom-face,original_roi,0.004640192351748048
01868.png,forehead,original_roi,0.004161972672547033
01868.png,under-eyes,original_roi,0.00421001836506968
01868.png,left-cheek,smooth_1_sigma_1.5,0.004471725229603476
01868.png,right-cheek,smooth_1_sigma_1.5,0.00436584061060697
01868.png,bottom-face,smooth_1_sigma_1.5,0.004712079433542377
01868.png,forehead,smooth_1_sigma_1.5,0.004269814308240279
01868.png,under-eyes,smooth_1_sigma_1.5,0.004491856500470151
01868.png,left-cheek,smooth_2_sigma_2.5,0.004519734034590041
01868.png,right-cheek,smooth_2_sigma_2.5,0.004408504379953658
01868.png,bottom-face,smooth_2_sigma_2.5,0.004737376989217045
01868.png,forehead,smooth_2_sigma_2.5,0.004295936705666993
01868.png,under-eyes,smooth_2_sigma_2.5,0.004622755168622866
01890.png,left-cheek,original_roi,0.005744992833223128
01890.png,right-cheek,original_roi,0.007953042270605946
01890.png,bottom-face,original_roi,0.007865893808033111
01890.png,forehead,original_roi,0.00596136804100096
01890.png,under-eyes,original_roi,0.005982986054581887
01890.png,left-cheek,smooth_1_sigma_1.5,0.006088434729868176
01890.png,right-cheek,smooth_1_sigma_1.5,0.008696216392707845
01890.png,bottom-face,smooth_1_sigma_1.5,0.008693571300325525
01890.png,forehead,smooth_1_sigma_1.5,0.0063617664495579235
01890.png,under-eyes,smooth_1_sigma_1.5,0.00647283948416159
01890.png,left-cheek,smooth_2_sigma_2.5,0.006148566397357184
01890.png,right-cheek,smooth_2_sigma_2.5,0.008843643919479597
01890.png,bottom-face,smooth_2_sigma_2.5,0.008824872685216173
01890.png,forehead,smooth_2_sigma_2.5,0.0064603734646337665
01890.png,under-eyes,smooth_2_sigma_2.5,0.0066065108382000306
01897.png,left-cheek,original_roi,0.005794319506167679
01897.png,right-cheek,original_roi,0.005581418779305448
01897.png,bottom-face,original_roi,0.005805462461732539
01897.png,forehead,original_roi,0.00535830121059754
01897.png,under-eyes,original_roi,0.005580417762636803
01897.png,left-cheek,smooth_1_sigma_1.5,0.006283739123781453
01897.png,right-cheek,smooth_1_sigma_1.5,0.006089140380323632
01897.png,bottom-face,smooth_1_sigma_1.5,0.00685807939387684
01897.png,forehead,smooth_1_sigma_1.5,0.005765332103499625
01897.png,under-eyes,smooth_1_sigma_1.5,0.0060620749698985735
01897.png,left-cheek,smooth_2_sigma_2.5,0.0063482984580738935
01897.png,right-cheek,smooth_2_sigma_2.5,0.006164031572135782
01897.png,bottom-face,smooth_2_sigma_2.5,0.0070944107442824245
01897.png,forehead,smooth_2_sigma_2.5,0.005819965685102654
01897.png,under-eyes,smooth_2_sigma_2.5,0.006145734926265534
01953.png,left-cheek,original_roi,0.005622568803159225
01953.png,right-cheek,original_roi,0.006007321712653232
01953.png,bottom-face,original_roi,0.006621249492285321
01953.png,forehead,original_roi,0.00823821930655877
01953.png,under-eyes,original_roi,0.006150437856707056
01953.png,left-cheek,smooth_1_sigma_1.5,0.0057269998442878245
01953.png,right-cheek,smooth_1_sigma_1.5,0.006119342624318454
01953.png,bottom-face,smooth_1_sigma_1.5,0.0068146838315438895
01953.png,forehead,smooth_1_sigma_1.5,0.009296099127763519
01953.png,under-eyes,smooth_1_sigma_1.5,0.0063774975667805125
01953.png,left-cheek,smooth_2_sigma_2.5,0.005762447467142145
01953.png,right-cheek,smooth_2_sigma_2.5,0.0061564706919270675
01953.png,bottom-face,smooth_2_sigma_2.5,0.0068898825558356275
01953.png,forehead,smooth_2_sigma_2.5,0.009807324350367007
01953.png,under-eyes,smooth_2_sigma_2.5,0.006455505492374712
01966.png,left-cheek,original_roi,0.004220843515958913
01966.png,right-cheek,original_roi,0.0035700747881906177
01966.png,bottom-face,original_roi,0.004260963492904603
01966.png,forehead,original_roi,0.0037836787842992032
01966.png,under-eyes,original_roi,0.003807072805298778
01966.png,left-cheek,smooth_1_sigma_1.5,0.0043404914593683525
01966.png,right-cheek,smooth_1_sigma_1.5,0.0036327637964040462
01966.png,bottom-face,smooth_1_sigma_1.5,0.004379795971477469
01966.png,forehead,smooth_1_sigma_1.5,0.003861671515403884
01966.png,under-eyes,smooth_1_sigma_1.5,0.0038841949984603254
01966.png,left-cheek,smooth_2_sigma_2.5,0.004359231910264284
01966.png,right-cheek,smooth_2_sigma_2.5,0.003645641172825967
01966.png,bottom-face,smooth_2_sigma_2.5,0.004398247215794224
01966.png,forehead,smooth_2_sigma_2.5,0.003876097595479155
01966.png,under-eyes,smooth_2_sigma_2.5,0.003896418883810242
01984.png,left-cheek,original_roi,0.0032573325064688507
01984.png,right-cheek,original_roi,0.0033519177762335317
01984.png,bottom-face,original_roi,0.0034827063496935887
01984.png,forehead,original_roi,0.00354703242795553
01984.png,under-eyes,original_roi,0.0034728977349498236
01984.png,left-cheek,smooth_1_sigma_1.5,0.003288063700185345
01984.png,right-cheek,smooth_1_sigma_1.5,0.0034139122523376766
01984.png,bottom-face,smooth_1_sigma_1.5,0.0035422072594339994
01984.png,forehead,smooth_1_sigma_1.5,0.003704150319803306
01984.png,under-eyes,smooth_1_sigma_1.5,0.0035980245912492093
01984.png,left-cheek,smooth_2_sigma_2.5,0.0032977854084954585
01984.png,right-cheek,smooth_2_sigma_2.5,0.0034254052546628952
01984.png,bottom-face,smooth_2_sigma_2.5,0.0035604548352820473
01984.png,forehead,smooth_2_sigma_2.5,0.003729355530981392
01984.png,under-eyes,smooth_2_sigma_2.5,0.0036181535723504342
01994.png,left-cheek,original_roi,0.014176183658325658
01994.png,right-cheek,original_roi,0.013225260995671667
01994.png,bottom-face,original_roi,0.01557159636313375
01994.png,forehead,original_roi,0.007052711061026106
01994.png,under-eyes,original_roi,0.02284816611951345
01994.png,left-cheek,smooth_1_sigma_1.5,0.01636311379556743
01994.png,right-cheek,smooth_1_sigma_1.5,0.014577756416227772
01994.png,bottom-face,smooth_1_sigma_1.5,0.01754141328292278
01994.png,forehead,smooth_1_sigma_1.5,0.009517473947962289
01994.png,under-eyes,smooth_1_sigma_1.5,0.026906480158443175
01994.png,left-cheek,smooth_2_sigma_2.5,0.017040341779291614
01994.png,right-cheek,smooth_2_sigma_2.5,0.014916906830190587
01994.png,bottom-face,smooth_2_sigma_2.5,0.018123237982851877
01994.png,forehead,smooth_2_sigma_2.5,0.012295769689662344
01994.png,under-eyes,smooth_2_sigma_2.5,0.03050048748521317
02011.png,left-cheek,original_roi,0.007686951379946018
02011.png,right-cheek,original_roi,0.00811442608661199
02011.png,bottom-face,original_roi,0.010443581195319029
02011.png,forehead,original_roi,0.006855995418840097
02011.png,under-eyes,original_roi,0.007487896667345908
02011.png,left-cheek,smooth_1_sigma_1.5,0.008175562568387284
02011.png,right-cheek,smooth_1_sigma_1.5,0.008603660221217876
02011.png,bottom-face,smooth_1_sigma_1.5,0.011390947804128176
02011.png,forehead,smooth_1_sigma_1.5,0.007409290130179406
02011.png,under-eyes,smooth_1_sigma_1.5,0.007981817512026599
02011.png,left-cheek,smooth_2_sigma_2.5,0.008284087903164325
02011.png,right-cheek,smooth_2_sigma_2.5,0.008712418783576025
02011.png,bottom-face,smooth_2_sigma_2.5,0.011653629402902196
02011.png,forehead,smooth_2_sigma_2.5,0.00754915424035646
02011.png,under-eyes,smooth_2_sigma_2.5,0.008118418476295802
02016.png,left-cheek,original_roi,0.00836212801714175
02016.png,right-cheek,original_roi,0.007081445001857808
02016.png,bottom-face,original_roi,0.007917204082977324
02016.png,forehead,original_roi,0.006227234345379075
02016.png,under-eyes,original_roi,0.01488250447257101
02016.png,left-cheek,smooth_1_sigma_1.5,0.010019823479082165
02016.png,right-cheek,smooth_1_sigma_1.5,0.00758027842994151
02016.png,bottom-face,smooth_1_sigma_1.5,0.008288964574719908
02016.png,forehead,smooth_1_sigma_1.5,0.0069640436605654405
02016.png,under-eyes,smooth_1_sigma_1.5,0.016157228065622697
02016.png,left-cheek,smooth_2_sigma_2.5,0.01082726611642852
02016.png,right-cheek,smooth_2_sigma_2.5,0.007820291115843783
02016.png,bottom-face,smooth_2_sigma_2.5,0.008390734547763786
02016.png,forehead,smooth_2_sigma_2.5,0.007239806289150015
02016.png,under-eyes,smooth_2_sigma_2.5,0.01674373602913547
02017.png,left-cheek,original_roi,0.006952273933924848
02017.png,right-cheek,original_roi,0.006858421100548231
02017.png,bottom-face,original_roi,0.007851346851565275
02017.png,forehead,original_roi,0.0042629161729307585
02017.png,under-eyes,original_roi,0.004186627099113913
02017.png,left-cheek,smooth_1_sigma_1.5,0.007096878664252603
02017.png,right-cheek,smooth_1_sigma_1.5,0.007023614551675293
02017.png,bottom-face,smooth_1_sigma_1.5,0.008038378747849313
02017.png,forehead,smooth_1_sigma_1.5,0.004370926104161858
