image,region,version,evenness_score
05063.png,right-cheek,original_roi,0.005134874311770427
05063.png,bottom-face,original_roi,0.00547662998875364
05063.png,forehead,original_roi,0.005319936352095104
05063.png,under-eyes,original_roi,0.0050598475172861195
05063.png,left-cheek,smooth_1_sigma_1.5,0.005396060897955691
05063.png,right-cheek,smooth_1_sigma_1.5,0.005268372343261421
05063.png,bottom-face,smooth_1_sigma_1.5,0.005627749819533432
05063.png,forehead,smooth_1_sigma_1.5,0.005490889569304016
05063.png,under-eyes,smooth_1_sigma_1.5,0.005218938952585248
05063.png,left-cheek,smooth_2_sigma_2.5,0.005425661660202285
05063.png,right-cheek,smooth_2_sigma_2.5,0.005299047904080767
05063.png,bottom-face,smooth_2_sigma_2.5,0.005682741822940072
05063.png,forehead,smooth_2_sigma_2.5,0.005526483802383618
05063.png,under-eyes,smooth_2_sigma_2.5,0.0052579998649767284
05070.png,left-cheek,original_roi,0.004772072754167005
05070.png,right-cheek,original_roi,0.004350378717619521
05070.png,bottom-face,original_roi,0.004503327174293358
05070.png,forehead,original_roi,0.0038533311782456476
05070.png,under-eyes,original_roi,0.003975228286623499
05070.png,left-cheek,smooth_1_sigma_1.5,0.004875250648862459
05070.png,right-cheek,smooth_1_sigma_1.5,0.004430467966092714
05070.png,bottom-face,smooth_1_sigma_1.5,0.004595039919602665
05070.png,forehead,smooth_1_sigma_1.5,0.00390175502225652
05070.png,under-eyes,smooth_1_sigma_1.5,0.00405421599881054
05070.png,left-cheek,smooth_2_sigma_2.5,0.004894074801632797
05070.png,right-cheek,smooth_2_sigma_2.5,0.004450538528628271
05070.png,bottom-face,smooth_2_sigma_2.5,0.004627013502140499
05070.png,forehead,smooth_2_sigma_2.5,0.003916273826142602
05070.png,under-eyes,smooth_2_sigma_2.5,0.00408317350990719
05074.png,left-cheek,original_roi,0.004625667413703025
05074.png,right-cheek,original_roi,0.0048599727128950596
05074.png,bottom-face,original_roi,0.00563376304323095
05074.png,forehead,original_roi,0.004671992093200882
05074.png,under-eyes,original_roi,0.004420591683475221
05074.png,left-cheek,smooth_1_sigma_1.5,0.004794249908586373
05074.png,right-cheek,smooth_1_sigma_1.5,0.0050885821051881944
05074.png,bottom-face,smooth_1_sigma_1.5,0.006382511241368477
05074.png,forehead,smooth_1_sigma_1.5,0.005091956744396199
05074.png,under-eyes,smooth_1_sigma_1.5,0.004674910512714913
05074.png,left-cheek,smooth_2_sigma_2.5,0.0048541842820866606
05074.png,right-cheek,smooth_2_sigma_2.5,0.005195557852440637
05074.png,bottom-face,smooth_2_sigma_2.5,0.006809324008879731
05074.png,forehead,smooth_2_sigma_2.5,0.005358016572969586
05074.png,under-eyes,smooth_2_sigma_2.5,0.004874840144450338
05076.png,left-cheek,original_roi,0.006108119017995978
05076.png,right-cheek,original_roi,0.0047936043351486275
05076.png,bottom-face,original_roi,0.005145664150703513
05076.png,forehead,original_roi,0.005188674128922116
05076.png,under-eyes,original_roi,0.005107604295778626
05076.png,left-cheek,smooth_1_sigma_1.5,0.006258942721878933
05076.png,right-cheek,smooth_1_sigma_1.5,0.004882588875158337
05076.png,bottom-face,smooth_1_sigma_1.5,0.005280313312642841
05076.png,forehead,smooth_1_sigma_1.5,0.005323874914084564
05076.png,under-eyes,smooth_1_sigma_1.5,0.005315008875947379
05076.png,left-cheek,smooth_2_sigma_2.5,0.006306412216264956
05076.png,right-cheek,smooth_2_sigma_2.5,0.004906959475561733
05076.png,bottom-face,smooth_2_sigma_2.5,0.005317296080404945
05076.png,forehead,smooth_2_sigma_2.5,0.005372947538287564
05076.png,under-eyes,smooth_2_sigma_2.5,0.005430962440241917
05081.png,left-cheek,original_roi,0.0055937332483149286
05081.png,right-cheek,original_roi,0.006583405380348722
05081.png,bottom-face,original_roi,0.006339747690344436
05081.png,forehead,original_roi,0.005796632922776092
05081.png,under-eyes,original_roi,0.005487108977743572
05081.png,left-cheek,smooth_1_sigma_1.5,0.0056720409892342975
05081.png,right-cheek,smooth_1_sigma_1.5,0.0067336624854378545
05081.png,bottom-face,smooth_1_sigma_1.5,0.006438129141012691
05081.png,forehead,smooth_1_sigma_1.5,0.005897712627919088
05081.png,under-eyes,smooth_1_sigma_1.5,0.005636954132992773
05081.png,left-cheek,smooth_2_sigma_2.5,0.005702384900535329
05081.png,right-cheek,smooth_2_sigma_2.5,0.00681581659441057
05081.png,bottom-face,smooth_2_sigma_2.5,0.00647721142704186
05081.png,forehead,smooth_2_sigma_2.5,0.005942633491282462
05081.png,under-eyes,smooth_2_sigma_2.5,0.005741555771606202
05084.png,left-cheek,original_roi,0.003851187594185081
05084.png,right-cheek,original_roi,0.003983590248968293
05084.png,bottom-face,original_roi,0.004003369779823825
05084.png,forehead,original_roi,0.0035474961502899105
05084.png,under-eyes,original_roi,0.003883014831497203
05084.png,left-cheek,smooth_1_sigma_1.5,0.003949377958687357
05084.png,right-cheek,smooth_1_sigma_1.5,0.0041016149546590774
05084.png,bottom-face,smooth_1_sigma_1.5,0.004304995459600761
05084.png,forehead,smooth_1_sigma_1.5,0.003628482105383473
05084.png,under-eyes,smooth_1_sigma_1.5,0.0040254133045237
05084.png,left-cheek,smooth_2_sigma_2.5,0.003981327752963066
05084.png,right-cheek,smooth_2_sigma_2.5,0.004136328965046175
05084.png,bottom-face,smooth_2_sigma_2.5,0.004365174318027244
05084.png,forehead,smooth_2_sigma_2.5,0.0036504339196025896
05084.png,under-eyes,smooth_2_sigma_2.5,0.0040709139232156235
05085.png,left-cheek,original_roi,0.00371968212094985
05085.png,right-cheek,original_roi,0.0038312973217816747
05085.png,bottom-face,original_roi,0.004938425476747462
05085.png,forehead,original_roi,0.00388540264686682
05085.png,under-eyes,original_roi,0.004173058616393136
05085.png,left-cheek,smooth_1_sigma_1.5,0.003815801055620072
05085.png,right-cheek,smooth_1_sigma_1.5,0.003948590583929291
05085.png,bottom-face,smooth_1_sigma_1.5,0.005715262334678635
05085.png,forehead,smooth_1_sigma_1.5,0.00399881084900174
05085.png,under-eyes,smooth_1_sigma_1.5,0.004280292969145255
05085.png,left-cheek,smooth_2_sigma_2.5,0.003843576942868056
05085.png,right-cheek,smooth_2_sigma_2.5,0.003982540667746981
05085.png,bottom-face,smooth_2_sigma_2.5,0.005991219819519628
05085.png,forehead,smooth_2_sigma_2.5,0.004032551699633665
05085.png,under-eyes,smooth_2_sigma_2.5,0.004312714758965098
05094.png,left-cheek,original_roi,0.005712375329975401
05094.png,right-cheek,original_roi,0.00591507033817608
05094.png,bottom-face,original_roi,0.00552212211910678
05094.png,forehead,original_roi,0.004441040274855099
05094.png,under-eyes,original_roi,0.0047214515329565806
05094.png,left-cheek,smooth_1_sigma_1.5,0.006112331755489166
05094.png,right-cheek,smooth_1_sigma_1.5,0.006367814702796143
05094.png,bottom-face,smooth_1_sigma_1.5,0.006081784499750255
05094.png,forehead,smooth_1_sigma_1.5,0.004879063114220901
05094.png,under-eyes,smooth_1_sigma_1.5,0.005192636844262828
05094.png,left-cheek,smooth_2_sigma_2.5,0.006169477632078813
05094.png,right-cheek,smooth_2_sigma_2.5,0.006432458745705649
05094.png,bottom-face,smooth_2_sigma_2.5,0.006163427116251453
05094.png,forehead,smooth_2_sigma_2.5,0.004936722493100461
05094.png,under-eyes,smooth_2_sigma_2.5,0.00534904999703917
05095.png,left-cheek,original_roi,0.0031657957712428364
05095.png,right-cheek,original_roi,0.003665319311149164
05095.png,bottom-face,original_roi,0.0038149606834490773
05095.png,forehead,original_roi,0.0032095205508252227
05095.png,under-eyes,original_roi,0.0033194729686744817
05095.png,left-cheek,smooth_1_sigma_1.5,0.0031882541336132834
05095.png,right-cheek,smooth_1_sigma_1.5,0.0037139998529100555
05095.png,bottom-face,smooth_1_sigma_1.5,0.0038748582826995436
05095.png,forehead,smooth_1_sigma_1.5,0.003241924084801097
05095.png,under-eyes,smooth_1_sigma_1.5,0.003355286137713779
05095.png,left-cheek,smooth_2_sigma_2.5,0.0031972283926360377
05095.png,right-cheek,smooth_2_sigma_2.5,0.0037269241648805653
05095.png,bottom-face,smooth_2_sigma_2.5,0.0038929206776875205
05095.png,forehead,smooth_2_sigma_2.5,0.003256813318323261
05095.png,under-eyes,smooth_2_sigma_2.5,0.00337432855974959
05102.png,left-cheek,original_roi,0.005045185582270847
05102.png,right-cheek,original_roi,0.0051372747510857845
05102.png,bottom-face,original_roi,0.00495848493737122
05102.png,forehead,original_roi,0.004474491551057894
05102.png,under-eyes,original_roi,0.005186574129837338
05102.png,left-cheek,smooth_1_sigma_1.5,0.005120617630746431
05102.png,right-cheek,smooth_1_sigma_1.5,0.00521336472459617
05102.png,bottom-face,smooth_1_sigma_1.5,0.005018370529260891
05102.png,forehead,smooth_1_sigma_1.5,0.004539974380553814
05102.png,under-eyes,smooth_1_sigma_1.5,0.005295276208700182
05102.png,left-cheek,smooth_2_sigma_2.5,0.005151480526451896
05102.png,right-cheek,smooth_2_sigma_2.5,0.005249330032256353
05102.png,bottom-face,smooth_2_sigma_2.5,0.005049890983266191
05102.png,forehead,smooth_2_sigma_2.5,0.004566047143793597
05102.png,under-eyes,smooth_2_sigma_2.5,0.00533907960982212
05104.png,left-cheek,original_roi,0.00447858759659877
05104.png,right-cheek,original_roi,0.004347001360212252
05104.png,bottom-face,original_roi,0.00456641440648839
05104.png,forehead,original_roi,0.004150054032280592
05104.png,under-eyes,original_roi,0.004268821217649034
05104.png,left-cheek,smooth_1_sigma_1.5,0.0046119342061959456
05104.png,right-cheek,smooth_1_sigma_1.5,0.0044187556661903875
05104.png,bottom-face,smooth_1_sigma_1.5,0.004698387401910194
05104.png,forehead,smooth_1_sigma_1.5,0.004283272771064889
05104.png,under-eyes,smooth_1_sigma_1.5,0.004383901849892039
05104.png,left-cheek,smooth_2_sigma_2.5,0.004648738825752115
05104.png,right-cheek,smooth_2_sigma_2.5,0.004438055415206612
05104.png,bottom-face,smooth_2_sigma_2.5,0.004738017856926462
05104.png,forehead,smooth_2_sigma_2.5,0.0043154812505677995
05104.png,under-eyes,smooth_2_sigma_2.5,0.004423921437672579
05110.png,left-cheek,original_roi,0.004837961290339369
05110.png,right-cheek,original_roi,0.0049165262944245
05110.png,bottom-face,original_roi,0.0049033379903017085
05110.png,forehead,original_roi,0.004853980243570489
05110.png,under-eyes,original_roi,0.004902314931610697
05110.png,left-cheek,smooth_1_sigma_1.5,0.0049476823871874845
05110.png,right-cheek,smooth_1_sigma_1.5,0.005035732992604684
05110.png,bottom-face,smooth_1_sigma_1.5,0.005117971553950029
05110.png,forehead,smooth_1_sigma_1.5,0.004992269901218846
05110.png,under-eyes,smooth_1_sigma_1.5,0.005218758805472825
05110.png,left-cheek,smooth_2_sigma_2.5,0.004975194333149574
05110.png,right-cheek,smooth_2_sigma_2.5,0.005067437754458396
05110.png,bottom-face,smooth_2_sigma_2.5,0.0051765638397806134
05110.png,forehead,smooth_2_sigma_2.5,0.005035522873928481
05110.png,under-eyes,smooth_2_sigma_2.5,0.005372571285276647
05111.png,left-cheek,original_roi,0.003595026517707314
05111.png,right-cheek,original_roi,0.0038209233197054565
05111.png,bottom-face,original_roi,0.003965205054886949
05111.png,forehead,original_roi,0.0067888489768175376
05111.png,under-eyes,original_roi,0.003739900668375778
05111.png,left-cheek,smooth_1_sigma_1.5,0.0036746170601353553
05111.png,right-cheek,smooth_1_sigma_1.5,0.003885741068941335
05111.png,bottom-face,smooth_1_sigma_1.5,0.004042308723234104
05111.png,forehead,smooth_1_sigma_1.5,0.008920274257667704
05111.png,under-eyes,smooth_1_sigma_1.5,0.0038807690396914
05111.png,left-cheek,smooth_2_sigma_2.5,0.0037145408302668424
05111.png,right-cheek,smooth_2_sigma_2.5,0.0039014245487538307
05111.png,bottom-face,smooth_2_sigma_2.5,0.0040666747260301095
05111.png,forehead,smooth_2_sigma_2.5,0.010324198590756235
05111.png,under-eyes,smooth_2_sigma_2.5,0.00391172445406484
05113.png,left-cheek,original_roi,0.005185445230806799
05113.png,right-cheek,original_roi,0.005172377112055673
05113.png,bottom-face,original_roi,0.00556143183596725
05113.png,forehead,original_roi,0.004878671465758973
05113.png,under-eyes,original_roi,0.005306219036616426
05113.png,left-cheek,smooth_1_sigma_1.5,0.005427066306685974
05113.png,right-cheek,smooth_1_sigma_1.5,0.005426626973099011
05113.png,bottom-face,smooth_1_sigma_1.5,0.0059263344375198816
05113.png,forehead,smooth_1_sigma_1.5,0.005311550775933527
05113.png,under-eyes,smooth_1_sigma_1.5,0.005606360251713372
05113.png,left-cheek,smooth_2_sigma_2.5,0.005488869390143444
05113.png,right-cheek,smooth_2_sigma_2.5,0.005472822787226732
05113.png,bottom-face,smooth_2_sigma_2.5,0.00599818983775657
05113.png,forehead,smooth_2_sigma_2.5,0.005381585882497152
05113.png,under-eyes,smooth_2_sigma_2.5,0.005672531021461301
05118.png,left-cheek,original_roi,0.005071727849052948
05118.png,right-cheek,original_roi,0.005244903142713754
05118.png,bottom-face,original_roi,0.005137073092523038
05118.png,forehead,original_roi,0.005004458155066709
05118.png,under-eyes,original_roi,0.005075587678445739
05118.png,left-cheek,smooth_1_sigma_1.5,0.005119169347284354
05118.png,right-cheek,smooth_1_sigma_1.5,0.005321330871105067
05118.png,bottom-face,smooth_1_sigma_1.5,0.005197912913858728
05118.png,forehead,smooth_1_sigma_1.5,0.005163381747661497
05118.png,under-eyes,smooth_1_sigma_1.5,0.00536901574320053
05118.png,left-cheek,smooth_2_sigma_2.5,0.005141345665967842
05118.png,right-cheek,smooth_2_sigma_2.5,0.0053522227154691
05118.png,bottom-face,smooth_2_sigma_2.5,0.005227827741035309
05118.png,forehead,smooth_2_sigma_2.5,0.005229437430392524
05118.png,under-eyes,smooth_2_sigma_2.5,0.005481932168127585
05123.png,left-cheek,original_roi,0.004650012497360916
05123.png,right-cheek,original_roi,0.004684988484973224
05123.png,bottom-face,original_roi,0.004820395563192768
05123.png,forehead,original_roi,0.005258391004595694
05123.png,under-eyes,original_roi,0.007979108198586255
05123.png,left-cheek,smooth_1_sigma_1.5,0.004705256865336982
05123.png,right-cheek,smooth_1_sigma_1.5,0.004742188713726898
05123.png,bottom-face,smooth_1_sigma_1.5,0.004877873840569727
05123.png,forehead,smooth_1_sigma_1.5,0.005519886521464376
05123.png,under-eyes,smooth_1_sigma_1.5,0.008300120769382803
05123.png,left-cheek,smooth_2_sigma_2.5,0.004727082030478118
05123.png,right-cheek,smooth_2_sigma_2.5,0.004764735699318829
05123.png,bottom-face,smooth_2_sigma_2.5,0.004904335403748881
05123.png,forehead,smooth_2_sigma_2.5,0.0056496616066660675
05123.png,under-eyes,smooth_2_sigma_2.5,0.008427336642994535
05126.png,left-cheek,original_roi,0.004131623422015003
05126.png,right-cheek,original_roi,0.003617855092130024
05126.png,bottom-face,original_roi,0.004562960082669709
05126.png,forehead,original_roi,0.0035381157361725835
05126.png,under-eyes,original_roi,0.003673780179051027
05126.png,left-cheek,smooth_1_sigma_1.5,0.004225512483752847
05126.png,right-cheek,smooth_1_sigma_1.5,0.0036873893346606634
05126.png,bottom-face,smooth_1_sigma_1.5,0.004723025471539334
05126.png,forehead,smooth_1_sigma_1.5,0.0036042870287251614
05126.png,under-eyes,smooth_1_sigma_1.5,0.0037641008808568747
05126.png,left-cheek,smooth_2_sigma_2.5,0.00424069269139095
05126.png,right-cheek,smooth_2_sigma_2.5,0.003698318784310597
05126.png,bottom-face,smooth_2_sigma_2.5,0.004774875338708823
05126.png,forehead,smooth_2_sigma_2.5,0.003617878484531933
05126.png,under-eyes,smooth_2_sigma_2.5,0.0037835115422430064
05131.png,left-cheek,original_roi,0.006535460339667727
05131.png,right-cheek,original_roi,0.007878664763721956
05131.png,bottom-face,original_roi,0.006599797427024622
05131.png,forehead,original_roi,0.00717799665715112
05131.png,under-eyes,original_roi,0.007676794600894989
05131.png,left-cheek,smooth_1_sigma_1.5,0.00701273345522567
05131.png,right-cheek,smooth_1_sigma_1.5,0.008776814785732475
05131.png,bottom-face,smooth_1_sigma_1.5,0.007099022502109475
05131.png,forehead,smooth_1_sigma_1.5,0.007875979210747116
05131.png,under-eyes,smooth_1_sigma_1.5,0.008534986083934467
05131.png,left-cheek,smooth_2_sigma_2.5,0.007127727605547896
05131.png,right-cheek,smooth_2_sigma_2.5,0.009359146232553002
05131.png,bottom-face,smooth_2_sigma_2.5,0.0071958167137212495
05131.png,forehead,smooth_2_sigma_2.5,0.008092025131529913
05131.png,under-eyes,smooth_2_sigma_2.5,0.009019359586491518
05133.png,left-cheek,original_roi,0.005525497977142453
05133.png,right-cheek,original_roi,0.0052279440644147504
05133.png,bottom-face,original_roi,0.007170532836670137
05133.png,forehead,original_roi,0.00436698226054431
05133.png,under-eyes,original_roi,0.005223001023071145
05133.png,left-cheek,smooth_1_sigma_1.5,0.005769611793719582
05133.png,right-cheek,smooth_1_sigma_1.5,0.005420733503974763
05133.png,bottom-face,smooth_1_sigma_1.5,0.007648510316495376
05133.png,forehead,smooth_1_sigma_1.5,0.0044916894277739735
05133.png,under-eyes,smooth_1_sigma_1.5,0.0054256540802118045
05133.png,left-cheek,smooth_2_sigma_2.5,0.005814733067071179
05133.png,right-cheek,smooth_2_sigma_2.5,0.005451576491431507
05133.png,bottom-face,smooth_2_sigma_2.5,0.007717994889436562
05133.png,forehead,smooth_2_sigma_2.5,0.00452218832854365
05133.png,under-eyes,smooth_2_sigma_2.5,0.005459229788313663
05136.png,left-cheek,original_roi,0.003959332346059058
05136.png,right-cheek,original_roi,0.004250834160165717
05136.png,bottom-face,original_roi,0.004292144138124474
05136.png,forehead,original_roi,0.004405954862862755
05136.png,under-eyes,original_roi,0.004793961814319529
05136.png,left-cheek,smooth_1_sigma_1.5,0.00403424817488521
05136.png,right-cheek,smooth_1_sigma_1.5,0.004311490933652646
05136.png,bottom-face,smooth_1_sigma_1.5,0.004356064981121698
05136.png,forehead,smooth_1_sigma_1.5,0.004490669895671837
05136.png,under-eyes,smooth_1_sigma_1.5,0.004884162257330552
05136.png,left-cheek,smooth_2_sigma_2.5,0.004056804158555051
05136.png,right-cheek,smooth_2_sigma_2.5,0.0043281272022565685
05136.png,bottom-face,smooth_2_sigma_2.5,0.0043790429178543165
05136.png,forehead,smooth_2_sigma_2.5,0.004518491497832584
05136.png,under-eyes,smooth_2_sigma_2.5,0.0049112521034258665
05137.png,left-cheek,original_roi,0.0048204043717213815
05137.png,right-cheek,original_roi,0.005020886968027669
05137.png,bottom-face,original_roi,0.007075639630599702
05137.png,forehead,original_roi,0.005086733532660946
05137.png,under-eyes,original_roi,0.0048787859045317785
05137.png,left-cheek,smooth_1_sigma_1.5,0.0049386705640322775
05137.png,right-cheek,smooth_1_sigma_1.5,0.005138794875657642
05137.png,bottom-face,smooth_1_sigma_1.5,0.007644249676939952
05137.png,forehead,smooth_1_sigma_1.5,0.005334535969911348
05137.png,under-eyes,smooth_1_sigma_1.5,0.0050232321119833695
05137.png,left-cheek,smooth_2_sigma_2.5,0.004972176712900441
05137.png,right-cheek,smooth_2_sigma_2.5,0.005174005654588325
05137.png,bottom-face,smooth_2_sigma_2.5,0.007787214426687781
05137.png,forehead,smooth_2_sigma_2.5,0.00541743186920093
05137.png,under-eyes,smooth_2_sigma_2.5,0.005075094151963563
05142.png,left-cheek,original_roi,0.005791004896714324
05142.png,right-cheek,original_roi,0.008405050160845851
05142.png,bottom-face,original_roi,0.006457639875059114
05142.png,forehead,original_roi,0.0046376037905419484
05142.png,under-eyes,original_roi,0.011826185115251608
05142.png,left-cheek,smooth_1_sigma_1.5,0.00630924943358208
05142.png,right-cheek,smooth_1_sigma_1.5,0.009386378221537582
05142.png,bottom-face,smooth_1_sigma_1.5,0.00686608355715494
05142.png,forehead,smooth_1_sigma_1.5,0.005242663727014601
05142.png,under-eyes,smooth_1_sigma_1.5,0.013556538281989878
05142.png,left-cheek,smooth_2_sigma_2.5,0.006599126512832242
05142.png,right-cheek,smooth_2_sigma_2.5,0.00983783791657135
05142.png,bottom-face,smooth_2_sigma_2.5,0.006942988896942584
05142.png,forehead,smooth_2_sigma_2.5,0.005636258452644449
05142.png,under-eyes,smooth_2_sigma_2.5,0.014860950971375056
05143.png,left-cheek,original_roi,0.0048005460075367205
05143.png,right-cheek,original_roi,0.0039019737712165064
05143.png,bottom-face,original_roi,0.0044858712255267325
05143.png,forehead,original_roi,0.004709192161652725
05143.png,under-eyes,original_roi,0.004523047973819002
05143.png,left-cheek,smooth_1_sigma_1.5,0.004854233840738896
05143.png,right-cheek,smooth_1_sigma_1.5,0.003960011378155595
05143.png,bottom-face,smooth_1_sigma_1.5,0.0045404272557025395
05143.png,forehead,smooth_1_sigma_1.5,0.0048465438307492975
05143.png,under-eyes,smooth_1_sigma_1.5,0.004585228612600575
05143.png,left-cheek,smooth_2_sigma_2.5,0.004876388925309629
05143.png,right-cheek,smooth_2_sigma_2.5,0.003983861212487284
05143.png,bottom-face,smooth_2_sigma_2.5,0.004572221720117934
05143.png,forehead,smooth_2_sigma_2.5,0.00490561264598202
05143.png,under-eyes,smooth_2_sigma_2.5,0.00460745464458154
05145.png,left-cheek,original_roi,0.005784228808455463
05145.png,right-cheek,original_roi,0.005549493952736378
05145.png,bottom-face,original_roi,0.006048809495110767
05145.png,forehead,original_roi,0.004830077120768152
05145.png,under-eyes,original_roi,0.0049765539901785085
05145.png,left-cheek,smooth_1_sigma_1.5,0.00625405114861229
05145.png,right-cheek,smooth_1_sigma_1.5,0.00597125958893571
05145.png,bottom-face,smooth_1_sigma_1.5,0.006609097094309917
05145.png,forehead,smooth_1_sigma_1.5,0.0053221931383460415
05145.png,under-eyes,smooth_1_sigma_1.5,0.005616576231702624
05145.png,left-cheek,smooth_2_sigma_2.5,0.006351375503700239
05145.png,right-cheek,smooth_2_sigma_2.5,0.006074834337395738
05145.png,bottom-face,smooth_2_sigma_2.5,0.0066947010443900844
05145.png,forehead,smooth_2_sigma_2.5,0.00538428349685543
05145.png,under-eyes,smooth_2_sigma_2.5,0.005769356695608677
05146.png,left-cheek,original_roi,0.004674871475318793
05146.png,right-cheek,original_roi,0.0063954261617122045
05146.png,bottom-face,original_roi,0.005539088811818816
05146.png,forehead,original_roi,0.004691650436641757
05146.png,under-eyes,original_roi,0.005143188699103204
05146.png,left-cheek,smooth_1_sigma_1.5,0.00485794952408668
05146.png,right-cheek,smooth_1_sigma_1.5,0.006821988829814342
05146.png,bottom-face,smooth_1_sigma_1.5,0.005827073643218762
05146.png,forehead,smooth_1_sigma_1.5,0.00488628404467004
05146.png,under-eyes,smooth_1_sigma_1.5,0.005385897651359214
05146.png,left-cheek,smooth_2_sigma_2.5,0.0048871931749325855
05146.png,right-cheek,smooth_2_sigma_2.5,0.006890646855443623
05146.png,bottom-face,smooth_2_sigma_2.5,0.005875205811304342
05146.png,forehead,smooth_2_sigma_2.5,0.004916851533937993
05146.png,under-eyes,smooth_2_sigma_2.5,0.005431679848105082
05154.png,left-cheek,original_roi,0.005762633860273303
05154.png,right-cheek,original_roi,0.0056790663717485165
05154.png,bottom-face,original_roi,0.006090081870526141
05154.png,forehead,original_roi,0.004611644144621585
05154.png,under-eyes,original_roi,0.005269381034568102
05154.png,left-cheek,smooth_1_sigma_1.5,0.006010734106422804
05154.png,right-cheek,smooth_1_sigma_1.5,0.005932813370728698
05154.png,bottom-face,smooth_1_sigma_1.5,0.006303365599449538
05154.png,forehead,smooth_1_sigma_1.5,0.004904403299062189
05154.png,under-eyes,smooth_1_sigma_1.5,0.005571456856126744
05154.png,left-cheek,smooth_2_sigma_2.5,0.0060671725245107526
05154.png,right-cheek,smooth_2_sigma_2.5,0.0059849704454784354
05154.png,bottom-face,smooth_2_sigma_2.5,0.006361481026598731
05154.png,forehead,smooth_2_sigma_2.5,0.0049620374624326224
05154.png,under-eyes,smooth_2_sigma_2.5,0.005682282160738194
05158.png,left-cheek,original_roi,0.0037294801517758886
05158.png,right-cheek,original_roi,0.003722294381339591
05158.png,bottom-face,original_roi,0.0036345837159121957
05158.png,forehead,original_roi,0.0033494488708862343
05158.png,under-eyes,original_roi,0.0034250523305001334
05158.png,left-cheek,smooth_1_sigma_1.5,0.0037648380997044356
05158.png,right-cheek,smooth_1_sigma_1.5,0.0037617275908383378
05158.png,bottom-face,smooth_1_sigma_1.5,0.003671392272333852
05158.png,forehead,smooth_1_sigma_1.5,0.00338988329151242
05158.png,under-eyes,smooth_1_sigma_1.5,0.0035153120583991918
05158.png,left-cheek,smooth_2_sigma_2.5,0.0037768313652936517
05158.png,right-cheek,smooth_2_sigma_2.5,0.0037747675029872704
05158.png,bottom-face,smooth_2_sigma_2.5,0.003685451339811571
05158.png,forehead,smooth_2_sigma_2.5,0.0034046082558148593
05158.png,under-eyes,smooth_2_sigma_2.5,0.003547076334358792
05160.png,left-cheek,original_roi,0.0051623743465891185
05160.png,right-cheek,original_roi,0.0043909617491849654
05160.png,bottom-face,original_roi,0.005046184411957922
05160.png,forehead,original_roi,0.003943203928402473
05160.png,under-eyes,original_roi,0.004849670576759511
05160.png,left-cheek,smooth_1_sigma_1.5,0.005250939305738301
05160.png,right-cheek,smooth_1_sigma_1.5,0.004453246484701139
05160.png,bottom-face,smooth_1_sigma_1.5,0.0051444524674083445
05160.png,forehead,smooth_1_sigma_1.5,0.004537760258229481
05160.png,under-eyes,smooth_1_sigma_1.5,0.004937897780115503
05160.png,left-cheek,smooth_2_sigma_2.5,0.005278594379025742
05160.png,right-cheek,smooth_2_sigma_2.5,0.004469183197432018
05160.png,bottom-face,smooth_2_sigma_2.5,0.005189990381240611
05160.png,forehead,smooth_2_sigma_2.5,0.004863274015952203
05160.png,under-eyes,smooth_2_sigma_2.5,0.004961272122944888
05161.png,left-cheek,original_roi,0.0046144294142837486
05161.png,right-cheek,original_roi,0.004215194673409203
05161.png,bottom-face,original_roi,0.004683434562033372
05161.png,forehead,original_roi,0.003988788592317821
05161.png,under-eyes,original_roi,0.004315282282877565
05161.png,left-cheek,smooth_1_sigma_1.5,0.004943606723152108
05161.png,right-cheek,smooth_1_sigma_1.5,0.004588452576459174
05161.png,bottom-face,smooth_1_sigma_1.5,0.005133100252074108
05161.png,forehead,smooth_1_sigma_1.5,0.004532389318681304
05161.png,under-eyes,smooth_1_sigma_1.5,0.0048191180636760495
05161.png,left-cheek,smooth_2_sigma_2.5,0.004979798919335512
05161.png,right-cheek,smooth_2_sigma_2.5,0.004624351233195178
05161.png,bottom-face,smooth_2_sigma_2.5,0.005181303200427206
05161.png,forehead,smooth_2_sigma_2.5,0.004571540629739776
05161.png,under-eyes,smooth_2_sigma_2.5,0.004874787067861116
05166.png,left-cheek,original_roi,0.007650392132610756
05166.png,right-cheek,original_roi,0.004627630875649094
05166.png,bottom-face,original_roi,0.007956837833527927
05166.png,forehead,original_roi,0.004695535406842236
05166.png,under-eyes,original_roi,0.006174879911118325
05166.png,left-cheek,smooth_1_sigma_1.5,0.007995629898598847
05166.png,right-cheek,smooth_1_sigma_1.5,0.004808675483868769
05166.png,bottom-face,smooth_1_sigma_1.5,0.00871686434776599
05166.png,forehead,smooth_1_sigma_1.5,0.005110449186817957
05166.png,under-eyes,smooth_1_sigma_1.5,0.0065253836192796085
05166.png,left-cheek,smooth_2_sigma_2.5,0.008098282772872044
05166.png,right-cheek,smooth_2_sigma_2.5,0.004861754629752061
05166.png,bottom-face,smooth_2_sigma_2.5,0.009007737777463101
05166.png,forehead,smooth_2_sigma_2.5,0.005200806747609492
05166.png,under-eyes,smooth_2_sigma_2.5,0.0066181934021501505
05167.png,left-cheek,original_roi,0.004206047149046629
05167.png,right-cheek,original_roi,0.004402128384169833
05167.png,bottom-face,original_roi,0.005229772673047269
05167.png,forehead,original_roi,0.0036400947289163127
05167.png,under-eyes,original_roi,0.0038993460186680386
